class,image_path,name,xmax,xmin,ymax,ymin,confidence
3,fdff028e257adcc4e1ac2ecda33ac5c8.jpg,GARBAGE,365.5080871582031,305.33544921875,197.9181671142578,150.837646484375,0.6331526637077332
3,fdff028e257adcc4e1ac2ecda33ac5c8.jpg,GARBAGE,198.11099243164062,116.29431915283203,195.48141479492188,144.8378448486328,0.6148902177810669
3,fdff028e257adcc4e1ac2ecda33ac5c8.jpg,GARBAGE,403.8313903808594,344.4014587402344,198.23194885253906,149.4422149658203,0.5548512935638428
3,fdff028e257adcc4e1ac2ecda33ac5c8.jpg,GARBAGE,695.5822143554688,595.1762084960938,201.29296875,144.67547607421875,0.5334271788597107
,fde045a36a5fa56a3fdb5d12c34d5705.jpg,,,,,,
2,fdabae5cd3d2362da0a0beea45d8f51e.jpg,POTHOLES,563.24462890625,348.947509765625,540.0,321.8231201171875,0.6081748008728027
2,fdabae5cd3d2362da0a0beea45d8f51e.jpg,POTHOLES,796.7535400390625,587.9210815429688,365.2699890136719,237.9006805419922,0.5274014472961426
2,fdabae5cd3d2362da0a0beea45d8f51e.jpg,POTHOLES,927.9661865234375,613.0299072265625,533.181640625,320.1847229003906,0.43629276752471924
3,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,694.3038940429688,580.30712890625,368.71734619140625,292.4007263183594,0.7249274849891663
9,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,CLUTTER_SIDEWALK,525.1799926757812,0.0,347.9859619140625,178.6896514892578,0.4878828823566437
3,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,122.35719299316406,32.707332611083984,193.20220947265625,135.6393280029297,0.4725732207298279
9,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,CLUTTER_SIDEWALK,950.812255859375,295.2265930175781,387.3595886230469,189.6374053955078,0.4346615970134735
9,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,CLUTTER_SIDEWALK,245.34982299804688,0.7078770399093628,332.92376708984375,178.3842315673828,0.4042646586894989
3,fcd41ea1f32334016050d91b44a8d623.jpg,GARBAGE,730.4463500976562,659.6401977539062,406.8914794921875,352.63934326171875,0.5186591744422913
9,fcd41ea1f32334016050d91b44a8d623.jpg,CLUTTER_SIDEWALK,435.1444396972656,3.5930089950561523,512.210205078125,301.9386291503906,0.4114517867565155
,fccd79371724e5a9aa63e2e7888dfe65.jpg,,,,,,
9,fcc00fec4afde07590dd1f0ad8bd371c.jpg,CLUTTER_SIDEWALK,476.63995361328125,4.3273491859436035,317.1183166503906,180.031005859375,0.45624077320098877
9,fcc00fec4afde07590dd1f0ad8bd371c.jpg,CLUTTER_SIDEWALK,934.7423095703125,530.5767211914062,317.61419677734375,196.09580993652344,0.4113229811191559
4,fcb310d049b4b5681b6764520c3bec5b.jpg,CONSTRUCTION_ROAD,706.3382568359375,97.57926177978516,304.28778076171875,44.000736236572266,0.6988812685012817
4,fcb310d049b4b5681b6764520c3bec5b.jpg,CONSTRUCTION_ROAD,948.7857666015625,505.829833984375,320.1500244140625,90.42825317382812,0.6907758712768555
9,fc8a654e7752ffed897c783608e77a70.jpg,CLUTTER_SIDEWALK,955.6961669921875,222.20616149902344,360.1021423339844,192.0797576904297,0.6315810084342957
9,fc8a654e7752ffed897c783608e77a70.jpg,CLUTTER_SIDEWALK,321.520263671875,1.2638092041015625,322.31329345703125,185.69151306152344,0.5475245118141174
,fc13cf0c55532192e049aaca6cb386d6.jpg,,,,,,
3,fbf367e6d83dc6c8fac32569b5f10c4a.jpg,GARBAGE,378.7981262207031,208.30897521972656,535.2775268554688,438.16351318359375,0.5994440317153931
3,fbf367e6d83dc6c8fac32569b5f10c4a.jpg,GARBAGE,460.7237548828125,119.42595672607422,383.37554931640625,127.88529968261719,0.5825696587562561
3,fbf367e6d83dc6c8fac32569b5f10c4a.jpg,GARBAGE,422.9491271972656,197.12425231933594,342.57171630859375,196.01840209960938,0.44897350668907166
3,fbf367e6d83dc6c8fac32569b5f10c4a.jpg,GARBAGE,430.9233703613281,293.9141845703125,282.1888732910156,183.61354064941406,0.43012550473213196
3,fbe527de78fc8da7234a3d46a18f0c2b.jpg,GARBAGE,252.83099365234375,175.4729461669922,248.90501403808594,187.6700897216797,0.7541031241416931
3,fbe527de78fc8da7234a3d46a18f0c2b.jpg,GARBAGE,724.8562622070312,625.2510375976562,306.0660705566406,216.4269561767578,0.6606007218360901
3,fbe527de78fc8da7234a3d46a18f0c2b.jpg,GARBAGE,721.0371704101562,670.7079467773438,229.16397094726562,184.95742797851562,0.4933224320411682
3,fbe527de78fc8da7234a3d46a18f0c2b.jpg,GARBAGE,131.5810546875,63.26217269897461,251.10386657714844,196.65444946289062,0.48387059569358826
3,fbda53b68ad4dac62e2961c481d96c02.jpg,GARBAGE,129.12527465820312,2.689732313156128,496.8168029785156,408.8161315917969,0.7424536943435669
3,fbda53b68ad4dac62e2961c481d96c02.jpg,GARBAGE,302.3843078613281,194.30079650878906,476.8003234863281,381.2047119140625,0.7192227244377136
3,fbda53b68ad4dac62e2961c481d96c02.jpg,GARBAGE,672.2611694335938,569.202880859375,490.57757568359375,402.1768798828125,0.6876996159553528
3,fbda53b68ad4dac62e2961c481d96c02.jpg,GARBAGE,494.1863708496094,404.96429443359375,476.95013427734375,410.9788818359375,0.5292894840240479
3,fbca1bad196999440a3bb80792cf04f2.jpg,GARBAGE,954.2972412109375,727.223388671875,346.71600341796875,209.3636474609375,0.714476466178894
3,fbca1bad196999440a3bb80792cf04f2.jpg,GARBAGE,761.0210571289062,645.582763671875,303.8175964355469,226.28616333007812,0.5286206603050232
,fb96ea9e80248aadc632a18a27876491.jpg,,,,,,
3,fb6e4ef15bcfc31b79339eb969daa6ac.jpg,GARBAGE,375.16741943359375,286.2663269042969,321.4015197753906,244.4882049560547,0.7438727617263794
3,fb6e4ef15bcfc31b79339eb969daa6ac.jpg,GARBAGE,121.74964141845703,30.317819595336914,331.0386962890625,264.8969421386719,0.5476096272468567
3,fb6e4ef15bcfc31b79339eb969daa6ac.jpg,GARBAGE,109.63292694091797,0.0,335.4374694824219,230.39553833007812,0.46197623014450073
,fb49e0170e5c56427f5c798380df713e.jpg,,,,,,
0,fb3d51ebb894e50a81c206be3f5520b3.jpg,GRAFFITI,934.6015625,721.1561279296875,224.57925415039062,131.99989318847656,0.7152366042137146
3,fb3d51ebb894e50a81c206be3f5520b3.jpg,GARBAGE,88.30464935302734,22.522987365722656,236.01683044433594,190.82077026367188,0.5446703433990479
3,fb2fb9aa238182ad79651903a8ba12d4.jpg,GARBAGE,74.15374755859375,0.0,421.86187744140625,341.96868896484375,0.6859762072563171
9,fb2fb9aa238182ad79651903a8ba12d4.jpg,CLUTTER_SIDEWALK,234.7710418701172,1.1684309244155884,316.5740051269531,154.0024871826172,0.45767804980278015
8,fb23e0a8865099d9f1ef2e8e297fdecc.jpg,SAND_ON_ROAD,311.2354431152344,227.43199157714844,240.5537109375,190.1656494140625,0.680118978023529
7,fb1182fed989b025652da0d3797c9bb3.jpg,BAD_BILLBOARD,913.818359375,833.9816284179688,226.09242248535156,166.68673706054688,0.6304374933242798
7,fb1182fed989b025652da0d3797c9bb3.jpg,BAD_BILLBOARD,960.0,876.3685913085938,222.86111450195312,151.03564453125,0.6265609264373779
0,fb0bf13d7b9d5948e166e5c187996677.jpg,GRAFFITI,470.9008483886719,364.4877014160156,279.6975402832031,187.91822814941406,0.6076691150665283
3,faf0cbb28d699ce2cbe86354db46a2c4.jpg,GARBAGE,931.5370483398438,809.2791137695312,391.3143615722656,300.5000305175781,0.7223289608955383
3,faf0cbb28d699ce2cbe86354db46a2c4.jpg,GARBAGE,723.0863647460938,668.5584106445312,265.7718505859375,220.63357543945312,0.513247549533844
3,facb829edc90f7791c983c2e712fff5a.jpg,GARBAGE,281.0530090332031,101.1019515991211,486.4496765136719,394.1500549316406,0.5324610471725464
3,facb829edc90f7791c983c2e712fff5a.jpg,GARBAGE,959.98779296875,785.7850952148438,461.6617736816406,173.89962768554688,0.4017197787761688
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,896.4691162109375,789.7102661132812,243.05992126464844,174.1747283935547,0.6868337392807007
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,170.277099609375,81.62191009521484,205.11056518554688,155.203857421875,0.6529093384742737
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,949.4518432617188,740.551513671875,198.47923278808594,83.48788452148438,0.6416274905204773
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,791.1050415039062,650.6571655273438,190.91566467285156,124.0449447631836,0.6082963943481445
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,227.14674377441406,163.98968505859375,198.451416015625,157.37213134765625,0.5689255595207214
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,960.0,856.1343994140625,208.40402221679688,128.34165954589844,0.46874991059303284
8,fa960580cd01967465329e7c6a459e3d.jpg,SAND_ON_ROAD,685.5181274414062,543.1741943359375,206.1350860595703,128.7957763671875,0.4681720733642578
9,fa960580cd01967465329e7c6a459e3d.jpg,CLUTTER_SIDEWALK,237.55917358398438,0.0,313.63824462890625,188.80055236816406,0.4214707314968109
3,fa8a8ae14ae8eb90c06501fcfcd548c2.jpg,GARBAGE,630.2142333984375,555.8614501953125,272.04217529296875,213.59011840820312,0.6782415509223938
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,487.6100158691406,406.8314514160156,224.33877563476562,169.30816650390625,0.7145797610282898
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,375.51287841796875,226.80963134765625,232.05361938476562,157.60276794433594,0.7125081419944763
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,260.9394226074219,108.72907257080078,227.79234313964844,148.89602661132812,0.6987172961235046
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,142.43296813964844,44.96757507324219,218.0766143798828,152.4263153076172,0.6981179714202881
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,429.1023254394531,348.5768737792969,220.7769775390625,164.3792266845703,0.6902994513511658
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,130.67144775390625,14.635124206542969,447.7415466308594,375.2749328613281,0.6670077443122864
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,834.62890625,658.8782348632812,242.96337890625,148.79832458496094,0.6353237628936768
0,fa6b84f67c3d702eac9296e47e7a0670.jpg,GRAFFITI,413.4762268066406,222.7207794189453,184.14443969726562,102.98066711425781,0.6167380809783936
0,fa6b84f67c3d702eac9296e47e7a0670.jpg,GRAFFITI,549.9107055664062,345.5130615234375,192.27378845214844,116.88447570800781,0.6122011542320251
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,143.94747924804688,56.87856674194336,244.61521911621094,175.13633728027344,0.4929676949977875
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,376.78961181640625,318.9540710449219,285.3970947265625,240.21987915039062,0.4731854200363159
,fa5fe44ca7518e57b3843577aa338f44.jpg,,,,,,
3,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,GARBAGE,406.36260986328125,243.19989013671875,482.58392333984375,385.23974609375,0.7174975872039795
7,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,BAD_BILLBOARD,199.35687255859375,82.00560760498047,255.8328094482422,185.79644775390625,0.43262627720832825
,fa13a3a6a7c218664b3692c5b7f05d48.jpg,,,,,,
3,fa000afe8a99edb79ca0c928c9a6490b.jpg,GARBAGE,156.84182739257812,51.98725509643555,269.57891845703125,214.49786376953125,0.5838288068771362
0,f9bb9d46deecb22dfd11c39bc5a2c80a.jpg,GRAFFITI,892.5869750976562,723.0924682617188,189.31727600097656,89.70488739013672,0.7728913426399231
3,f9bb9d46deecb22dfd11c39bc5a2c80a.jpg,GARBAGE,279.58984375,213.8104705810547,249.74700927734375,189.96485900878906,0.5954330563545227
10,f9bb9d46deecb22dfd11c39bc5a2c80a.jpg,UNKEPT_FACADE,785.3427734375,648.8827514648438,201.8026580810547,130.29559326171875,0.5786017775535583
8,f9b3aed430d183cb67a62b195afcf701.jpg,SAND_ON_ROAD,876.9113159179688,786.2953491210938,298.6162414550781,240.07723999023438,0.6657624244689941
8,f9b3aed430d183cb67a62b195afcf701.jpg,SAND_ON_ROAD,513.8009033203125,163.50856018066406,390.7717590332031,232.52784729003906,0.638411283493042
,f991eb3a538f2277708e5593bffed579.jpg,,,,,,
3,f96272c164d233e5ca0b371b854158e6.jpg,GARBAGE,424.8315124511719,319.39239501953125,349.57818603515625,269.9777526855469,0.6842542886734009
9,f9555fca45bdc9005704886432cb1024.jpg,CLUTTER_SIDEWALK,960.0,226.60008239746094,401.7747497558594,191.7222442626953,0.6608384847640991
9,f9555fca45bdc9005704886432cb1024.jpg,CLUTTER_SIDEWALK,514.6477661132812,5.563398361206055,423.8677062988281,214.10037231445312,0.44591274857521057
2,f917a56dc035cc3fbef2acefc86cf260.jpg,POTHOLES,429.7712097167969,364.9954833984375,251.8314971923828,205.65992736816406,0.5959670543670654
,f8fe81f02d1df474b68caf7943c0fe6b.jpg,,,,,,
4,f8f3c4ce5e23d368822799e2fa12ca1f.jpg,CONSTRUCTION_ROAD,391.4037170410156,144.35836791992188,278.2062683105469,106.85546875,0.7919267416000366
4,f8f3c4ce5e23d368822799e2fa12ca1f.jpg,CONSTRUCTION_ROAD,452.8646545410156,305.756591796875,234.78970336914062,146.01919555664062,0.702712893486023
4,f8c5e0e01ce060bde49de725210d743a.jpg,CONSTRUCTION_ROAD,301.51751708984375,0.0,304.74456787109375,144.88751220703125,0.6552985906600952
4,f8c5e0e01ce060bde49de725210d743a.jpg,CONSTRUCTION_ROAD,429.3381652832031,158.57064819335938,244.74429321289062,145.554443359375,0.5486053824424744
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,111.35781860351562,0.8593913912773132,231.7523651123047,162.7379608154297,0.7051790952682495
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,371.6650390625,226.7560272216797,211.3576202392578,138.7919158935547,0.6838987469673157
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,822.9888916015625,647.4847412109375,288.8273620605469,179.47996520996094,0.6709519624710083
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,494.0010986328125,388.48681640625,210.30471801757812,147.8147430419922,0.6245023608207703
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,152.63755798339844,60.49215316772461,217.1950225830078,160.12013244628906,0.592543363571167
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,959.7088012695312,826.3954467773438,391.07330322265625,239.0654754638672,0.5856993198394775
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,412.8802185058594,317.2959899902344,205.09033203125,138.6593017578125,0.5612136721611023
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,232.46719360351562,118.70945739746094,213.45382690429688,157.22903442382812,0.5114613175392151
2,f8a2e157db7768e2f82adcb73541ef30.jpg,POTHOLES,411.0953674316406,185.03248596191406,403.66546630859375,220.0230255126953,0.45321157574653625
2,f8a2e157db7768e2f82adcb73541ef30.jpg,POTHOLES,111.33374786376953,0.0,383.6342468261719,258.8697204589844,0.4127875566482544
4,f882018511ba4f86b095375425871ca8.jpg,CONSTRUCTION_ROAD,704.5149536132812,334.8235168457031,287.2802734375,114.22466278076172,0.5282164812088013
4,f882018511ba4f86b095375425871ca8.jpg,CONSTRUCTION_ROAD,378.2566223144531,4.640372276306152,288.4493103027344,106.10798645019531,0.5111196041107178
3,f882018511ba4f86b095375425871ca8.jpg,GARBAGE,376.55364990234375,308.6211242675781,277.9739990234375,215.65667724609375,0.4505164623260498
3,f87d5113a8b529e1b6b51a89290212aa.jpg,GARBAGE,431.49554443359375,360.3145751953125,311.536865234375,249.6190643310547,0.7542179226875305
3,f877caf864ff87b43c0f2307c4e2d741.jpg,GARBAGE,740.5457763671875,660.7005004882812,232.27450561523438,182.328125,0.7470414042472839
3,f877caf864ff87b43c0f2307c4e2d741.jpg,GARBAGE,838.5078125,730.4248046875,242.9552459716797,188.31504821777344,0.6562626361846924
3,f877caf864ff87b43c0f2307c4e2d741.jpg,GARBAGE,878.3910522460938,785.8204345703125,243.193359375,189.315185546875,0.6240797638893127
3,f877caf864ff87b43c0f2307c4e2d741.jpg,GARBAGE,960.0,869.1001586914062,252.4731903076172,187.97882080078125,0.611613392829895
0,f877caf864ff87b43c0f2307c4e2d741.jpg,GRAFFITI,394.0325012207031,114.09648895263672,236.55902099609375,106.23384857177734,0.5917080044746399
3,f877caf864ff87b43c0f2307c4e2d741.jpg,GARBAGE,680.8877563476562,605.426513671875,382.2086486816406,325.2986755371094,0.5744161605834961
9,f8632731a762fcd1f8f55c13c229d488.jpg,CLUTTER_SIDEWALK,732.7365112304688,23.50189208984375,429.2222900390625,216.9499053955078,0.6869974732398987
9,f8632731a762fcd1f8f55c13c229d488.jpg,CLUTTER_SIDEWALK,955.5755004882812,444.6620178222656,411.26251220703125,193.59336853027344,0.6805325746536255
3,f8632731a762fcd1f8f55c13c229d488.jpg,GARBAGE,82.63432312011719,0.0,482.7874755859375,398.43524169921875,0.6264756917953491
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,259.4612731933594,186.18499755859375,196.01551818847656,153.39837646484375,0.6175642013549805
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,296.16888427734375,244.06033325195312,175.65184020996094,141.87142944335938,0.6060792803764343
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,156.29855346679688,70.28053283691406,175.2144317626953,124.53215026855469,0.5933494567871094
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,338.10821533203125,288.5780334472656,186.59849548339844,154.69384765625,0.5709028840065002
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,61.24406814575195,0.0,197.04624938964844,140.4095458984375,0.5369690656661987
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,93.58374786376953,2.0846776962280273,181.42225646972656,116.18407440185547,0.509091854095459
,f80a3470f971f7f5085719017cca38ba.jpg,,,,,,
3,f7b9e825451c548132ed6044836738ea.jpg,GARBAGE,763.1663208007812,693.4384155273438,262.2588195800781,210.07847595214844,0.6492192149162292
8,f7b9e825451c548132ed6044836738ea.jpg,SAND_ON_ROAD,644.1589965820312,540.7473754882812,229.4456787109375,168.8157501220703,0.6488397121429443
3,f7a675f2cf2b99b16d349fe65598fca4.jpg,GARBAGE,896.0711059570312,752.84375,327.6467590332031,249.11111450195312,0.5977421998977661
3,f7a675f2cf2b99b16d349fe65598fca4.jpg,GARBAGE,960.0,861.1378173828125,378.4283142089844,284.5549011230469,0.4016457200050354
9,f7967f05b8c4c0a30d4acfb85d2d5552.jpg,CLUTTER_SIDEWALK,884.8800659179688,265.0541687011719,415.8070373535156,201.0533905029297,0.6485085487365723
9,f7967f05b8c4c0a30d4acfb85d2d5552.jpg,CLUTTER_SIDEWALK,559.3626098632812,13.121447563171387,405.0536193847656,197.44178771972656,0.6341127753257751
,f78c973a7b2d9a7191fd4d30132877d1.jpg,,,,,,
2,f735162bcc2c6129f0d07943a24db460.jpg,POTHOLES,491.33233642578125,352.420654296875,533.4716186523438,309.9395751953125,0.5492254495620728
3,f735162bcc2c6129f0d07943a24db460.jpg,GARBAGE,286.2044982910156,218.3434295654297,234.6364288330078,173.0469512939453,0.5203765630722046
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,705.5738525390625,581.3256225585938,490.83941650390625,395.9136047363281,0.7239689826965332
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,76.44844055175781,0.0,447.8132019042969,367.8077087402344,0.6135842800140381
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,959.5385131835938,871.9201049804688,498.7191162109375,388.5926818847656,0.5880706310272217
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,487.2943115234375,347.19842529296875,523.9677124023438,423.4505920410156,0.4976828098297119
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,576.0396118164062,459.1500549316406,423.761962890625,332.872314453125,0.4604303240776062
4,f70d5afd075ae949b5d8acb6ca08edbb.jpg,CONSTRUCTION_ROAD,958.544189453125,675.9419555664062,311.4928283691406,158.8224334716797,0.6869317293167114
4,f70d5afd075ae949b5d8acb6ca08edbb.jpg,CONSTRUCTION_ROAD,826.756591796875,614.4967651367188,274.7066955566406,168.1741485595703,0.5807088017463684
4,f70d5afd075ae949b5d8acb6ca08edbb.jpg,CONSTRUCTION_ROAD,673.3681640625,540.7299194335938,246.4964599609375,169.85595703125,0.5807064175605774
9,f6d76b8120d537ec8e36359f6788c11b.jpg,CLUTTER_SIDEWALK,960.0,336.4373779296875,409.298095703125,200.81077575683594,0.7684040665626526
9,f6d76b8120d537ec8e36359f6788c11b.jpg,CLUTTER_SIDEWALK,601.0548095703125,3.739079236984253,431.2130432128906,223.26425170898438,0.6189011335372925
3,f6d76b8120d537ec8e36359f6788c11b.jpg,GARBAGE,106.2426528930664,35.85697937011719,238.5944366455078,185.70118713378906,0.5664461255073547
4,f6d5d0a3f62ec765cbe28a75d4148787.jpg,CONSTRUCTION_ROAD,844.2088012695312,695.83203125,281.79022216796875,160.3218536376953,0.7379329204559326
3,f6d5d0a3f62ec765cbe28a75d4148787.jpg,GARBAGE,446.7359313964844,319.63275146484375,295.35772705078125,206.8682861328125,0.7080754637718201
4,f6d5d0a3f62ec765cbe28a75d4148787.jpg,CONSTRUCTION_ROAD,959.879638671875,884.1619873046875,270.93182373046875,168.01675415039062,0.47476986050605774
9,f69bd08699ac36e8abdb16d54124189d.jpg,CLUTTER_SIDEWALK,296.6456604003906,0.0,336.3080139160156,196.57443237304688,0.5892383456230164
9,f69bd08699ac36e8abdb16d54124189d.jpg,CLUTTER_SIDEWALK,953.4195556640625,510.23651123046875,355.69049072265625,197.77496337890625,0.5877975225448608
9,f688a21e0dafd064219b5cbd134f9a26.jpg,CLUTTER_SIDEWALK,731.2244873046875,0.0,417.85101318359375,201.1707000732422,0.7743911743164062
9,f688a21e0dafd064219b5cbd134f9a26.jpg,CLUTTER_SIDEWALK,954.0862426757812,466.0123291015625,397.7140808105469,187.2878875732422,0.5087794661521912
3,f658eded3a1b62c49c694b89fcbad239.jpg,GARBAGE,148.62330627441406,53.97818374633789,397.72998046875,333.43023681640625,0.5970420837402344
3,f658eded3a1b62c49c694b89fcbad239.jpg,GARBAGE,439.4632568359375,365.42327880859375,530.1514282226562,477.551513671875,0.5187256932258606
4,f6544c6c8d8620e13742beb4700a1ebf.jpg,CONSTRUCTION_ROAD,751.0025634765625,3.180934429168701,535.3663330078125,99.76787567138672,0.5952418446540833
4,f6544c6c8d8620e13742beb4700a1ebf.jpg,CONSTRUCTION_ROAD,952.48876953125,450.8674011230469,540.0,166.82305908203125,0.5363923907279968
9,f646595934710cb2e69d1cb3b6ad66dc.jpg,CLUTTER_SIDEWALK,480.2952575683594,8.017905235290527,324.7001037597656,205.83148193359375,0.5852176547050476
4,f5fe0773c3c2f2114a3bd4721f83511f.jpg,CONSTRUCTION_ROAD,146.34140014648438,0.0,309.4172668457031,33.06111145019531,0.7436718940734863
